Aktivitetstyp,Datum,Favorit,Namn,Distans,Kalorier,Tid,Medelpuls,Maxpuls,Aerobisk Training Effect,Medellöpkadens,Maximal löpkadens,Medeltempo,Bästa tempo,Total stigning,Totalt nedför,Medelsteglängd,Medelvärde för vertikal kvot,Medelvärde för vertikal rörelse,Medeltid för markkontakt,Medelkontakttidsbalans,Training Stress Score®,Steg,Minsta temperatur,Dekompression,Bästa varvtid,Antal varv,Maximal temperatur,Genomsnittlig andning,Minsta andningshastighet,Maximal andningshastighet,Färdtid,Total tid,Min. höjd,Max. höjd
Löpning,2024-11-05 17:23:49,false,"Kungälv Löpning","12.00","930","01:09:31","134","176","3.9","131","188","5:48","3:00","89","54","1.26","--","--","--","--","0.0","9,428","15.0","Nej","00:01:03.1","28","30.0","--","--","--","01:01:20","01:09:31","16","42"
Löpning,2024-11-04 18:15:38,false,"Kungälv Löpning","9.95","755","01:01:17","119","147","3.2","149","181","6:10","3:19","95","101","1.08","--","--","--","--","0.0","9,266","14.0","Nej","00:01:13.8","12","24.0","--","--","--","00:58:41","01:01:17","3","61"
Löpning,2024-11-04 11:59:32,false,"Kungälv Löpning","5.98","431","00:29:35","131","144","3.0","163","180","4:57","4:08","100","60","1.24","--","--","--","--","0.0","4,814","18.0","Nej","00:04:39.8","6","28.0","--","--","--","00:29:34","00:29:35","10","45"
Löpning,2024-10-30 18:01:29,false,"Kungälv Löpning","15.84","1,199","01:28:16","127","176","4.0","152","214","5:34","3:12","93","90","1.16","--","--","--","--","0.0","13,480","16.0","Nej","00:00:00.1","15","28.0","--","--","--","01:23:17","01:28:16","-76","-34"
Löpning,2024-10-29 17:21:54,false,"Kungälv Löpning","11.01","875","01:04:48","134","170","4.0","136","185","5:53","3:06","96","63","1.20","--","--","--","--","0.0","9,138","16.0","Nej","00:00:18.2","19","30.0","--","--","--","00:57:59","01:04:48","22","46"
Löpning,2024-10-28 16:30:35,false,"Kungälv - Tempo","12.86","1,043","01:09:31","154","174","3.7","159","172","5:24","3:52","123","130","1.16","--","--","--","--","0.0","11,004","20.0","Nej","00:00:57.4","18","27.0","--","--","--","01:09:26","01:16:46","-28","52"
Löpning,2024-10-26 08:52:09,false,"Kungälv Löpning","20.39","1,625","02:38:32","115","150","3.4","130","222","7:46","4:51","426","390","0.99","--","--","--","--","0.0","21,644","18.0","Nej","00:02:30.5","21","30.0","--","--","--","02:17:47","02:38:32","9","73"
Löpning,2024-10-25 12:01:49,false,"Kungälv Löpning","5.99","439","00:31:17","126","142","2.6","160","170","5:13","4:25","58","66","1.20","--","--","--","--","0.0","5,010","15.0","Nej","00:05:00.9","6","27.0","--","--","--","00:31:15","00:31:17","10","48"
Löpning,2024-10-24 11:59:21,false,"Kungälv - Bas","5.95","435","00:31:15","126","145","2.6","161","174","5:15","4:12","79","64","1.18","--","--","--","--","0.0","5,032","19.0","Nej","00:04:57.9","6","27.0","--","--","--","00:31:14","00:31:15","3","44"
Löpning,2024-10-23 18:03:45,false,"Kungälv Löpning","16.33","1,272","01:45:19","119","159","3.6","138","181","6:27","3:42","332","325","1.09","--","--","--","--","0.0","14,964","17.0","Nej","00:00:23.5","28","24.0","--","--","--","01:33:24","01:45:19","1","60"
Löpning,2024-10-22 19:48:39,false,"Kungälv - Bas","10.43","763","00:54:01","130","152","3.1","162","170","5:11","4:30","67","71","1.19","--","--","--","--","0.0","8,724","18.0","Nej","00:00:55.8","12","30.0","--","--","--","00:53:17","00:54:01","2","43"
Löpning,2024-10-21 16:21:11,false,"Kungälv - Tröskel 3x3km","11.80","956","00:59:43","151","170","4.5","161","194","5:04","3:20","134","132","1.22","--","--","--","--","0.0","9,616","22.0","Nej","00:01:00","15","28.0","--","--","--","00:59:00","00:59:43","83","144"
Löpning,2024-10-21 12:01:29,false,"Kungälv - Bas","5.71","451","00:30:39","136","150","3.0","159","174","5:22","4:30","61","69","1.17","--","--","--","--","0.0","4,886","19.0","Nej","00:03:41.7","6","27.0","--","--","--","00:30:34","00:30:39","76","118"
Löpning,2024-10-12 08:42:25,false,"Kungälv Löpning","18.53","1,381","01:39:25","132","153","3.6","159","170","5:22","4:26","140","144","1.17","--","--","--","--","0.0","15,900","18.0","Nej","00:03:03.0","19","30.0","--","--","--","01:38:46","01:39:25","-2","44"
Löpning,2024-10-09 18:07:43,false,"Kungälv Löpning","13.63","1,056","01:30:03","120","166","3.1","140","236","6:36","2:54","260","291","1.06","--","--","--","--","0.0","12,762","18.0","Nej","00:00:04.5","34","29.0","--","--","--","01:23:25","01:30:03","9","61"
Löpning,2024-10-07 18:16:14,false,"Kungälv - Tröskel 30min","11.53","874","01:02:53","133","160","3.9","147","185","5:27","3:37","93","96","1.22","--","--","--","--","0.0","9,344","18.0","Nej","00:01:15.8","13","24.0","--","--","--","00:57:10","01:02:53","38","67"
Löpning,2024-10-06 08:52:20,false,"Kungälv Löpning","27.00","2,011","02:32:58","124","148","3.9","154","171","5:40","4:42","211","227","1.14","--","--","--","--","0.0","23,654","16.0","Nej","00:05:03.2","27","30.0","--","--","--","02:25:57","02:32:58","18","85"
Löpning,2024-10-04 16:22:13,false,"Kungälv - Bas","11.30","823","00:58:46","130","168","3.1","161","170","5:12","4:33","102","100","1.20","--","--","--","--","0.0","9,428","21.0","Nej","00:02:26.4","12","28.0","--","--","--","00:57:56","00:58:46","24","88"
Löpning,2024-10-04 11:59:51,false,"Kungälv - Bas","5.88","428","00:31:03","125","143","2.4","159","177","5:17","4:24","51","52","1.19","--","--","--","--","0.0","4,986","21.0","Nej","00:04:26.1","6","28.0","--","--","--","00:30:20","00:31:03","16","47"
Löpning,2024-10-03 20:12:49,false,"Kungälv - Bas","11.49","813","00:55:04","130","144","3.3","166","173","4:48","4:06","94","89","1.26","--","--","--","--","0.0","9,108","13.0","Nej","00:02:54.4","12","28.0","--","--","--","00:55:02","00:55:04","7","43"
Löpning,2024-10-02 18:05:56,false,"Kungälv Löpning","14.46","1,115","01:22:06","132","172","3.9","141","233","5:41","3:16","124","98","1.21","--","--","--","--","0.0","11,924","16.0","Nej","00:02:00.2","18","24.0","--","--","--","01:13:24","01:22:06","8","63"
Löpning,2024-09-30 16:23:45,false,"Kungälv - Tröskel 30min","11.08","800","00:50:08","141","161","3.9","163","175","4:31","3:31","93","91","1.35","--","--","--","--","0.0","8,198","21.0","Nej","00:01:28.5","12","29.0","--","--","--","00:49:13","00:50:08","22","89"
Löpning,2024-09-28 08:32:23,false,"Kungälv Löpning","31.60","2,452","03:09:43","125","157","4.3","151","205","6:00","4:38","234","225","1.10","--","--","--","--","0.0","28,756","15.0","Nej","00:03:11.1","32","28.0","--","--","--","02:59:36","03:09:43","6","50"
Löpning,2024-09-25 18:50:45,false,"Kungälv - Intervall 8 x 3 min","11.98","861","01:00:23","134","170","3.7","152","192","5:02","3:12","77","77","1.27","--","--","--","--","0.0","9,450","17.0","Nej","00:00:35.3","21","23.0","--","--","--","00:59:57","01:00:23","21","43"
Löpning,2024-09-23 15:40:25,false,"Kungälv - Tröskel 3 x 8 min","11.28","820","00:53:24","135","160","3.7","161","176","4:44","3:44","93","90","1.31","--","--","--","--","0.0","8,594","25.0","Nej","00:00:05.3","15","30.0","--","--","--","00:53:07","00:53:24","22","84"
Löpning,2024-09-22 14:21:20,false,"Kungälv Löpning","20.91","1,469","01:34:06","141","174","4.7","165","180","4:30","3:41","140","135","1.35","--","--","--","--","0.0","15,490","24.0","Nej","00:03:57.5","21","29.0","--","--","--","01:33:12","01:34:06","12","43"
Löpning,2024-09-21 16:56:55,false,"Kungälv Löpning","4.91","370","00:38:26","108","140","2.2","86","174","7:50","4:25","43","12","1.51","--","--","--","--","0.0","2,892","25.0","Nej","00:05:03.5","5","32.0","--","--","--","00:27:37","00:40:47","12","46"
Löpning,2024-09-21 14:11:21,false,"Kungälv Löpning","4.08","300","00:24:00","118","150","2.3","129","169","5:53","3:59","15","30","1.32","--","--","--","--","0.0","2,970","29.0","Nej","00:00:28.0","5","33.0","--","--","--","00:21:51","00:24:00","15","34"
Löpning,2024-09-21 13:03:06,false,"Kungälv Löpning","2.36","162","00:18:31","95","122","0.9","87","167","7:50","4:01","8","33","1.50","--","--","--","--","0.0","1,928","29.0","Nej","00:04:26.8","3","32.0","--","--","--","00:15:13","00:18:31","9","41"
Löpning,2024-09-20 12:01:03,false,"Kungälv - Återhämtning","5.99","431","00:32:01","124","139","2.4","159","171","5:21","4:35","55","51","1.18","--","--","--","--","0.0","5,086","26.0","Nej","00:00:00.9","7","31.0","--","--","--","00:31:34","00:32:01","11","42"
Löpning,2024-09-19 19:40:51,false,"Kungälv - Intervall 8 x 3 min","11.54","837","00:59:03","133","169","3.7","148","190","5:07","3:06","70","69","1.27","--","--","--","--","0.0","9,102","19.0","Nej","00:00:29.5","21","29.0","--","--","--","00:56:48","00:59:03","27","42"
Löpning,2024-09-19 12:07:23,false,"Kungälv Löpning","5.93","432","00:31:00","128","143","2.6","158","173","5:13","4:07","50","53","1.21","--","--","--","--","0.0","4,952","24.0","Nej","00:04:51.6","6","30.0","--","--","--","00:30:45","00:31:00","1","33"
Löpband,2024-09-18 19:54:02,false,"Löpband","10.38","691","01:02:38","124","162","3.0","133","210","6:02","3:23","--","--","1.25","--","--","--","--","0.0","8,322","26.0","Nej","00:04:00.9","12","29.0","--","--","--","00:50:46","01:02:38","--","--"
Löpning,2024-09-16 18:18:10,false,"Kungälv - Tröskel 3 x 8 min","9.43","726","00:53:23","134","169","3.5","145","197","5:40","3:07","129","135","1.18","--","--","--","--","0.0","7,814","20.0","Nej","00:00:00.1","13","27.0","--","--","--","00:50:28","00:53:24","33","69"
Löpning,2024-09-16 12:03:15,false,"Kungälv Löpning","6.01","421","00:32:15","121","148","2.5","154","170","5:22","4:08","74","52","1.21","--","--","--","--","0.0","5,004","24.0","Nej","00:00:02.2","7","29.0","--","--","--","00:31:49","00:32:15","12","42"
Löpning,2024-09-14 08:36:57,false,"Ale Löpning","21.18","1,787","02:22:14","125","154","3.7","149","200","6:43","2:29","546","336","1.00","--","--","--","--","0.0","21,388","15.0","Nej","00:01:47.4","22","25.0","--","--","--","02:16:15","02:22:14","-113","109"
Löpning,2024-09-11 18:38:15,false,"Kungälv Löpning","9.96","741","00:51:48","131","171","3.5","154","222","5:12","3:20","158","153","1.23","--","--","--","--","0.0","8,230","16.0","Nej","00:00:23.3","21","25.0","--","--","--","00:50:36","00:51:48","30","51"
Löpning,2024-09-09 18:08:50,false,"Kungälv - Tempo","12.61","912","00:58:12","142","158","4.1","165","178","4:37","2:20","77","78","1.31","--","--","--","--","0.0","9,636","20.0","Nej","00:00:22.8","14","30.0","--","--","--","00:57:33","00:58:12","1","42"
Löpning,2024-09-07 08:23:13,false,"Kungälv - Bas","20.45","1,599","02:13:11","123","151","3.5","151","191","6:31","4:39","360","352","1.01","--","--","--","--","0.0","20,500","22.0","Nej","00:00:36.4","22","31.0","--","--","--","02:10:37","02:13:11","10","138"
Löpning,2024-09-06 12:01:43,false,"Kungälv - Bas","6.74","446","00:31:59","127","143","2.6","163","169","4:45","3:09","46","42","1.29","--","--","--","--","0.0","5,184","27.0","Nej","00:03:31.2","7","36.0","--","--","--","00:31:39","00:38:50","29","56"
Löpning,2024-09-04 18:11:25,false,"Kungälv Löpning","15.65","1,211","01:29:19","139","176","4.2","137","187","5:42","2:24","145","120","1.24","--","--","--","--","0.0","12,616","27.0","Nej","00:01:00.7","25","31.0","--","--","--","01:20:52","01:29:19","-9","48"
Löpning,2024-09-03 12:06:58,false,"Kungälv - Bas","5.98","441","00:31:56","128","145","2.7","159","168","5:21","4:20","45","49","1.18","--","--","--","--","0.0","5,078","27.0","Nej","00:05:03.6","6","32.0","--","--","--","00:31:54","00:31:56","26","57"
Löpning,2024-09-02 18:03:49,false,"Kungälv Löpning","15.40","1,178","01:30:30","130","167","3.9","144","220","5:53","2:41","203","204","1.15","--","--","--","--","0.0","13,144","22.0","Nej","00:01:00.4","16","29.0","--","--","--","01:21:52","01:30:30","7","66"
Löpning,2024-09-02 12:06:40,false,"Kungälv - Bas","5.93","422","00:31:39","124","138","2.5","159","182","5:20","4:19","50","69","1.18","--","--","--","--","0.0","5,056","22.0","Nej","00:05:00.1","6","28.0","--","--","--","00:31:37","00:31:39","12","44"
Löpning,2024-08-31 13:04:12,false,"Kungälv Löpning","6.32","489","00:26:20","170","185","4.4","167","201","4:10","2:43","131","129","1.43","--","--","--","--","0.0","4,414","23.0","Nej","00:01:05.4","7","31.0","--","--","--","00:26:14","00:26:20","51","96"
Löpning,2024-08-31 08:55:45,false,"Kungälv - Bas","14.01","1,060","01:09:17","144","173","4.4","164","181","4:57","3:34","142","117","1.23","--","--","--","--","0.0","11,310","22.0","Nej","00:00:07.9","15","27.0","--","--","--","01:09:07","01:09:17","4","66"
Löpning,2024-08-28 18:21:48,false,"Kungälv Löpning","9.72","841","01:06:02","131","172","3.2","134","179","6:48","4:02","231","202","1.09","--","--","--","--","0.0","9,110","25.0","Nej","00:00:52.0","16","31.0","--","--","--","00:58:46","01:06:02","5","65"
Löpning,2024-08-26 17:51:43,false,"Kungälv - Bas","9.92","696","00:51:57","126","140","3.0","158","167","5:14","4:38","72","67","1.21","--","--","--","--","0.0","8,202","23.0","Nej","00:00:13.9","11","28.0","--","--","--","00:51:27","00:51:57","44","80"
Löpning,2024-08-24 11:04:04,false,"Göteborg - Veteran VM 2024 21km road race","21.27","1,628","01:29:51","168","179","5.0","169","191","4:13","3:11","285","285","1.40","--","--","--","--","0.0","15,170","22.0","Nej","00:00:53.1","22","28.0","--","--","--","01:29:43","01:29:51","24","55"
Löpning,2024-08-21 18:21:28,false,"Kungälv Löpning","9.19","710","01:01:37","118","166","3.1","126","226","6:42","2:20","117","98","1.14","--","--","--","--","0.0","8,004","23.0","Nej","00:00:15.8","29","28.0","--","--","--","00:51:31","01:11:11","14","48"
Löpning,2024-08-18 13:00:24,false,"Göteborg - Veteran VM 2024 10km road race","10.11","714","00:39:58","159","174","4.6","170","189","3:57","3:15","131","129","1.49","--","--","--","--","0.0","6,780","22.0","Nej","00:00:21.7","11","26.0","--","--","--","00:39:55","00:39:58","27","57"
Löpning,2024-08-14 18:23:31,false,"Kungälv Löpning","8.19","722","00:54:05","138","171","3.2","132","187","6:36","3:17","256","253","1.11","--","--","--","--","0.0","7,398","26.0","Nej","00:00:22.5","27","29.0","--","--","--","00:46:44","00:54:05","37","68"
Löpning,2024-08-13 20:27:46,false,"Kungälv - Bas","9.28","659","00:45:16","134","146","3.2","164","172","4:53","4:19","73","67","1.25","--","--","--","--","0.0","7,440","24.0","Nej","00:03:12.4","10","33.0","--","--","--","00:45:13","00:45:16","155","195"
Löpning,2024-08-10 14:13:59,false,"Paralimni - Tempo","10.67","853","00:57:39","145","165","3.7","151","168","5:24","4:03","56","56","1.22","--","--","--","--","0.0","8,730","31.0","Nej","00:03:00","13","41.0","--","--","--","00:56:37","00:57:39","1","8"
Löpning,2024-08-09 13:23:21,false,"Paralimni Löpning","8.00","620","00:47:22","125","142","2.8","148","159","5:55","3:15","51","42","1.14","--","--","--","--","0.0","7,066","32.0","Nej","00:00:02.1","9","39.0","--","--","--","00:45:35","00:47:22","0","19"
Löpning,2024-08-08 16:22:29,false,"Paralimni - Sprint","6.67","560","00:43:41","132","162","2.7","140","200","6:33","2:53","47","48","1.08","--","--","--","--","0.0","6,286","32.0","Nej","00:00:10.7","17","38.0","--","--","--","00:42:48","00:43:41","--","13"
Löpning,2024-08-07 12:42:07,false,"Paralimni - Bas","7.87","632","00:44:47","134","152","3.1","148","163","5:42","4:49","48","36","1.19","--","--","--","--","0.0","6,764","33.0","Nej","00:05:14.0","8","39.0","--","--","--","00:42:53","00:44:47","2","22"
Löpning,2024-08-06 13:05:57,false,"Paralimni - Tröskel","11.07","869","00:59:46","145","168","4.0","148","170","5:24","2:57","74","61","1.24","--","--","--","--","0.0","8,988","32.0","Nej","00:00:24.4","14","39.0","--","--","--","00:57:41","00:59:46","0","24"
Löpning,2024-08-04 12:33:19,false,"Kungälv Löpning","5.86","377","00:41:25","99","131","1.7","116","194","7:04","3:31","108","101","1.24","--","--","--","--","0.0","5,164","23.0","Nej","00:06:10.5","6","30.0","--","--","--","00:39:12","00:41:25","38","73"
Löpning,2024-08-03 08:31:45,false,"Kungälv - Bas","30.23","2,306","02:54:49","127","146","4.3","154","231","5:47","4:44","262","263","1.12","--","--","--","--","0.0","27,022","25.0","Nej","00:02:36.0","31","32.0","--","--","--","02:47:53","02:54:49","0","84"
Löpning,2024-08-01 15:00:50,false,"Örebro - Tröskel","8.49","632","00:40:20","145","166","3.7","160","231","4:45","3:33","48","48","1.31","--","--","--","--","0.0","6,456","27.0","Nej","00:00:05.4","12","33.0","--","--","--","00:40:09","00:40:20","33","43"
Löpning,2024-07-31 15:22:26,false,"Örebro - Bas","10.98","796","00:58:27","128","139","3.1","156","225","5:19","4:15","53","52","1.21","--","--","--","--","0.0","9,134","27.0","Nej","00:02:04.5","12","34.0","--","--","--","00:57:34","00:58:27","32","63"
Löpning,2024-07-30 15:02:41,false,"Örebro Löpning","11.40","868","00:56:07","146","174","4.0","152","228","4:55","3:20","52","47","1.31","--","--","--","--","0.0","8,630","29.0","Nej","00:00:59.9","16","33.0","--","--","--","00:54:50","00:56:07","29","44"
Löpning,2024-07-29 16:57:54,false,"Örebro - Tröskel 3 x 8 min","9.48","720","00:48:40","140","163","3.6","152","184","5:08","3:45","41","44","1.28","--","--","--","--","0.0","7,400","28.0","Nej","00:00:26.4","13","32.0","--","--","--","00:47:01","00:48:40","41","57"
Löpning,2024-07-28 08:33:09,false,"Örebro Löpning","10.09","739","00:57:29","123","145","2.8","158","163","5:42","4:54","48","45","1.11","--","--","--","--","0.0","9,042","24.0","Nej","00:00:31.3","11","30.0","--","--","--","00:57:18","00:57:29","25","58"
Löpning,2024-07-25 16:15:27,false,"Kungälv - Återhämtning","12.32","910","01:11:36","124","139","3.0","151","161","5:49","3:11","119","116","1.14","--","--","--","--","0.0","10,880","26.0","Nej","00:00:05.4","14","31.0","--","--","--","01:10:58","01:11:36","-26","18"
Löpning,2024-07-24 18:11:16,false,"Kungälv Löpning","11.72","956","01:18:12","127","169","3.4","126","212","6:40","2:25","132","132","1.20","--","--","--","--","0.0","10,390","26.0","Nej","00:00:16.7","32","30.0","--","--","--","01:05:56","01:18:12","-31","4"
Löpning,2024-07-23 17:27:09,false,"Kungälv Löpning","12.87","1,035","01:17:25","133","177","4.5","127","177","6:01","3:16","74","67","1.27","--","--","--","--","0.0","10,102","23.0","Nej","00:01:59.9","16","31.0","--","--","--","01:03:38","01:17:25","-27","1"
Löpning,2024-07-10 18:07:24,false,"Kungälv Löpning","13.18","1,062","01:34:32","122","175","3.6","107","196","7:10","2:53","83","84","1.22","--","--","--","--","0.0","10,598","24.0","Nej","00:00:29.0","51","32.0","--","--","--","01:11:21","01:34:32","45","76"
Löpning,2024-07-09 17:24:57,false,"Kungälv Löpning","11.97","891","01:06:25","121","171","3.8","143","216","5:33","2:57","84","59","1.23","--","--","--","--","0.0","9,726","24.0","Nej","00:00:42.0","22","30.0","--","--","--","01:03:12","01:06:25","-32","12"
Löpning,2024-07-08 17:58:45,false,"Kungälv Löpning","1.82","166","00:21:25","95","121","0.8","78","176","11:45","5:35","21","3","1.12","--","--","--","--","0.0","1,900","25.0","Nej","00:10:41","2","27.0","--","--","--","00:13:01","00:21:25","2","20"
Löpning,2024-07-08 16:58:18,false,"Kungälv Löpning","3.04","177","00:17:59","96","114","1.1","123","165","5:55","1:37","1","35","1.38","--","--","--","--","0.0","2,496","24.0","Nej","00:00:13.5","4","28.0","--","--","--","00:15:10","00:17:59","9","44"
Löpning,2024-07-08 09:03:46,false,"Kungälv - Tröskel 3 x 8 min","10.91","799","00:52:31","138","166","3.9","162","174","4:49","3:35","70","95","1.28","--","--","--","--","0.0","8,510","19.0","Nej","00:00:02.0","15","29.0","--","--","--","00:52:08","00:53:02","-6","42"
Löpning,2024-07-06 09:03:04,false,"Kungälv - Bas","19.28","1,436","02:03:24","111","139","3.2","151","172","6:24","4:31","158","156","1.04","--","--","--","--","0.0","18,674","22.0","Nej","00:03:09.1","20","28.0","--","--","--","01:57:00","02:03:24","7","48"
Löpning,2024-07-03 18:04:06,false,"Kungälv Löpning","10.17","863","01:20:12","120","173","3.7","97","187","7:53","2:55","83","86","1.23","--","--","--","--","0.0","8,568","23.0","Nej","00:00:45.0","23","30.0","--","--","--","00:50:33","01:20:12","13","43"
Löpning,2024-07-03 12:03:29,false,"Kungälv Löpning","6.02","452","00:32:47","128","145","2.7","157","167","5:27","4:27","98","62","1.17","--","--","--","--","0.0","5,160","24.0","Nej","00:00:05.9","7","29.0","--","--","--","00:32:33","00:32:47","6","41"
Löpning,2024-07-01 17:40:25,false,"Kungälv - 60 min löppning","13.22","986","01:04:28","139","170","4.1","162","186","4:52","3:19","127","134","1.26","--","--","--","--","0.0","10,458","24.0","Nej","00:02:00","15","30.0","--","--","--","01:03:30","01:04:28","-41","45"
Löpning,2024-06-26 18:18:48,false,"Kungälv Löpning","9.02","760","01:06:44","126","169","3.3","108","203","7:24","2:47","56","31","1.23","--","--","--","--","0.0","7,796","29.0","Nej","00:00:15.8","30","33.0","--","--","--","00:48:42","01:06:44","19","48"
Löpning,2024-06-26 12:03:39,false,"Kungälv - Bas","6.01","459","00:31:40","133","145","3.0","160","172","5:16","4:03","51","56","1.19","--","--","--","--","0.0","5,072","28.0","Nej","00:00:01.7","7","33.0","--","--","--","00:31:35","00:31:40","-13","18"
Löpning,2024-06-24 18:19:42,false,"Kungälv Löpning","10.77","787","00:53:00","136","167","3.9","136","200","4:55","1:58","124","130","1.82","--","--","--","--","0.0","7,372","24.0","Nej","00:01:54.4","10","30.0","--","--","--","00:50:33","00:53:00","34","68"
Löpning,2024-06-23 10:06:00,false,"Kungälv - Bas","15.56","1,130","01:28:11","117","137","3.2","159","196","5:40","4:49","110","113","1.11","--","--","--","--","0.0","14,110","21.0","Nej","00:03:03.3","16","29.0","--","--","--","01:27:12","01:28:11","1","41"
Löpning,2024-06-20 12:05:10,false,"Kungälv Löpning","6.01","449","00:33:37","124","142","2.5","159","178","5:36","4:53","128","66","1.12","--","--","--","--","0.0","5,390","23.0","Nej","00:00:02.2","7","28.0","--","--","--","00:33:35","00:33:37","4","42"
Löpning,2024-06-19 18:11:39,false,"Kungälv Löpning","10.13","800","01:05:45","128","177","3.4","123","208","6:29","2:47","123","112","1.20","--","--","--","--","0.0","8,416","24.0","Nej","00:00:58.5","16","29.0","--","--","--","00:53:34","01:05:45","21","58"
Löpning,2024-06-18 12:04:42,false,"Kungälv - Bas","6.11","467","00:31:42","132","146","3.0","160","168","5:12","4:06","60","66","1.20","--","--","--","--","0.0","5,074","21.0","Nej","00:00:33.5","7","27.0","--","--","--","00:31:40","00:31:42","-42","-4"
Löpning,2024-06-17 18:19:22,false,"Kungälv Löpning","10.03","773","01:01:33","130","168","3.8","130","198","6:08","3:01","148","145","1.23","--","--","--","--","0.0","8,104","23.0","Nej","00:01:00.1","9","32.0","--","--","--","00:49:35","01:01:33","35","69"
Löpning,2024-06-15 13:18:08,false,"Kungälv Löpning","10.12","700","00:40:02","153","178","5.0","170","192","3:57","3:04","49","51","1.49","--","--","--","--","0.0","6,768","23.0","Nej","00:00:24.8","11","26.0","--","--","--","00:39:59","00:40:02","3","16"
Löpning,2024-06-12 18:19:00,false,"Kungälv Löpning","9.44","779","01:06:28","126","175","3.4","110","215","7:03","2:39","119","95","1.33","--","--","--","--","0.0","7,734","19.0","Nej","00:00:03.4","37","26.0","--","--","--","00:52:46","01:06:28","17","54"
Löpning,2024-06-10 16:29:15,false,"Kungälv - Tröskel 3 x 8 min","11.27","852","00:52:55","149","170","4.2","165","182","4:42","3:36","100","133","1.29","--","--","--","--","0.0","8,750","23.0","Nej","00:03:00","13","29.0","--","--","--","00:52:38","00:52:55","19","83"
Löpning,2024-06-08 08:33:04,false,"Kungälv Löpning","20.39","1,586","02:18:10","121","149","3.3","150","188","6:47","5:02","401","401","0.98","--","--","--","--","0.0","20,924","19.0","Nej","00:02:17.1","21","25.0","--","--","--","02:12:18","02:18:10","9","74"
Löpning,2024-06-07 14:47:05,false,"Kungälv - Bas","6.88","546","00:36:19","134","160","3.3","159","205","5:16","1:50","165","160","1.19","--","--","--","--","0.0","5,818","22.0","Nej","00:00:18.8","8","29.0","--","--","--","00:36:15","00:36:19","16","49"
Löpning,2024-06-05 18:18:12,false,"Kungälv Löpning","9.27","741","00:59:06","135","177","3.8","135","248","6:23","2:58","106","102","1.17","8.1","8.9","280","50.1% vänster/49.9% höger","0.0","7,644","19.0","Nej","00:00:36.8","22","26.0","31","14","52","00:49:01","00:59:06","-5","43"
Löpning,2024-06-03 18:05:40,false,"Kungälv Löpning","15.40","1,198","01:30:39","137","170","3.9","154","256","5:53","2:53","260","258","1.07","9.8","10.5","282","50.0% vänster/50.0% höger","0.0","13,806","21.0","Nej","00:02:00.8","18","29.0","32","12","49","01:27:42","01:45:49","34","69"
Löpning,2024-06-01 08:51:17,false,"Kungälv Löpning","18.13","1,473","01:41:47","148","168","4.1","158","230","5:37","4:27","130","132","1.12","9.2","10.6","279","49.2% vänster/50.8% höger","0.0","15,964","27.0","Nej","00:02:10.3","19","33.0","35","14","46","01:40:25","01:41:47","3","41"
Löpning,2024-05-29 18:20:07,false,"Kungälv Löpning","8.78","708","00:54:55","136","181","3.6","140","256","6:15","3:02","110","98","1.12","8.6","9.3","293","49.6% vänster/50.4% höger","0.0","7,444","23.0","Nej","00:00:42.4","16","25.0","32","14","59","00:49:58","00:55:11","13","48"
Löpning,2024-05-27 18:12:29,false,"Kungälv Löpning","10.82","857","01:05:22","140","172","4.2","139","256","6:02","3:44","103","107","1.17","8.7","10.0","292","49.2% vänster/50.8% höger","0.0","8,822","24.0","Nej","00:01:01.5","9","29.0","33","15","51","00:56:06","01:05:22","36","67"
Löpning,2024-05-18 13:01:19,false,"Göteborg Löpning","21.40","1,713","01:31:20","171","178","5.0","168","191","4:16","3:10","164","162","1.38","7.7","11.0","248","48.7% vänster/51.3% höger","0.0","15,320","27.0","Nej","00:01:33.2","22","36.0","48","28","66","01:31:15","01:31:20","5","60"
Löpning,2024-05-18 12:12:47,false,"Göteborg Löpning","1.64","126","00:08:25.6","138","150","2.1","156","256","5:08","4:25","--","--","1.26","9.0","11.7","279","48.7% vänster/51.3% höger","0.0","1,306","31.0","Nej","00:03:21.8","2","32.0","31","17","35","00:08:22.8","00:08:25.6","-11","-9"
Löpning,2024-04-29 16:16:23,false,"Kungälv - Bas","7.94","544","00:38:53","126","143","3.0","160","166","4:54","3:58","51","53","1.27","8.5","11.0","270","49.6% vänster/50.4% höger","0.0","6,184","22.0","Nej","00:04:24.2","8","30.0","33","16","42","00:38:30","00:40:48","19","40"
Löpning,2024-04-25 17:49:46,false,"Kungälv Löpning","8.61","623","00:51:16","119","158","3.2","144","216","5:58","3:38","66","99","1.17","8.1","9.6","297","50.6% vänster/49.4% höger","0.0","7,190","15.0","Nej","00:02:34.3","10","29.0","28","11","41","00:45:37","00:51:16","15","45"
Löpning,2024-04-24 18:26:16,false,"Kungälv - Bas","6.66","487","00:34:56","129","157","3.0","149","233","5:15","2:55","60","132","1.26","8.7","10.6","281","50.4% vänster/49.6% höger","0.0","5,116","15.0","Nej","00:03:42.3","7","20.0","29","18","39","00:32:40","00:34:56","4","42"
Löpning,2024-04-22 18:19:15,false,"Kungälv Löpning","9.87","732","01:00:44","123","164","3.3","147","256","6:09","3:41","162","159","1.06","9.0","9.3","290","50.5% vänster/49.5% höger","0.0","8,756","11.0","Nej","00:00:31.9","21","28.0","29","14","45","00:57:21","01:00:44","33","85"
